2017-03-28 17:04:41,992 [Worker-23] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' D:\Runner\WEB\Runner\pom.xml
2017-10-15 23:52:42,683 [Worker-46] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 18:48:24,096 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:48:24,106 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 18:48:24,113 [Worker-6] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:48:24,114 [Worker-6] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 18:54:55,549 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:54:55,556 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-16 18:54:55,560 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:54:55,561 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 18:55:05,418 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 18:55:05,419 [Worker-15] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 18:55:07,173 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:55:07,176 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 18:55:07,181 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:55:07,182 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 18:55:07,184 [Worker-13] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 18:55:07,185 [Worker-13] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 18:55:07,202 [Worker-13] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:55:14,327 [Worker-18] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 18:55:14,327 [Worker-18] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-10-16 18:55:18,698 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:55:18,699 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 18:55:18,700 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 18:55:18,700 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 19:58:03,584 [Worker-65] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 19:58:03,584 [Worker-65] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 19:58:05,058 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 19:58:05,060 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 19:58:05,064 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 19:58:05,066 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 19:58:05,067 [Worker-66] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 19:58:05,067 [Worker-66] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 19:58:05,076 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 19:58:09,043 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 19:58:09,043 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-10-16 19:58:12,972 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 19:58:12,973 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 19:58:12,974 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 19:58:12,975 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:04:16,636 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:04:16,636 [Worker-67] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 20:04:18,056 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:04:18,057 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:04:18,061 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:04:18,062 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:04:18,063 [Worker-77] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:04:18,063 [Worker-77] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:04:18,066 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:04:21,962 [Worker-76] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:04:21,962 [Worker-76] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-10-16 20:04:26,106 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:04:26,107 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:04:26,109 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:04:26,109 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:15:40,283 [Worker-85] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-16 20:15:40,709 [Worker-85] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:15:41,516 [Worker-85] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/main/java
2017-10-16 20:15:41,517 [Worker-85] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Runner/src/main/resources
2017-10-16 20:15:41,518 [Worker-85] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/test/java
2017-10-16 20:15:42,148 [Worker-85] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for Runner
2017-10-16 20:15:42,154 [Worker-85] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2017-10-16 20:15:42,568 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:15:42,568 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:15:42,584 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:15:42,585 [Worker-85] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:15:42,585 [Worker-85] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:15:42,585 [Worker-85] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:15:42,588 [Worker-85] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:33,414 [Worker-87] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:16:33,414 [Worker-87] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 20:16:34,889 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:34,892 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:16:34,897 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:34,897 [Worker-89] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:16:34,898 [Worker-89] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:16:34,898 [Worker-89] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:16:34,901 [Worker-89] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:39,070 [Worker-77] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:16:39,070 [Worker-77] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-10-16 20:16:43,553 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:43,554 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:16:43,555 [Worker-87] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:16:43,556 [Worker-87] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:16:54,504 [Worker-91] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:16:55,166 [Worker-91] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:16:55,166 [Worker-91] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:17:42,481 [Worker-77] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-16 20:17:42,743 [Worker-77] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:17:43,229 [Worker-77] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/main/java
2017-10-16 20:17:43,229 [Worker-77] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Runner/src/main/resources
2017-10-16 20:17:43,229 [Worker-77] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/test/java
2017-10-16 20:17:43,518 [Worker-77] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for Runner
2017-10-16 20:17:43,524 [Worker-77] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2017-10-16 20:17:43,865 [Worker-92] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:17:43,866 [Worker-92] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:19:56,533 [Worker-89] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:19:56,533 [Worker-89] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 20:21:25,787 [Worker-98] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:21:28,610 [Worker-98] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-web/2.0.0.M4/spring-boot-starter-web-2.0.0.M4.pom
2017-10-16 20:21:28,614 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:30,430 [Worker-98] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-web/2.0.0.M4/spring-boot-starter-web-2.0.0.M4.jar
2017-10-16 20:21:30,487 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:30,820 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:30,822 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-16 20:21:30,823 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:30,823 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:21:30,824 [Worker-98] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:21:30,824 [Worker-98] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:21:30,826 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:32,163 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:32,178 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:32,180 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-16 20:21:32,181 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:32,182 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:21:47,307 [Worker-98] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-16 20:21:47,527 [Worker-98] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:21:47,612 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:47,677 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:48,021 [Worker-98] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/main/java
2017-10-16 20:21:48,021 [Worker-98] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Runner/src/main/resources
2017-10-16 20:21:48,021 [Worker-98] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/test/java
2017-10-16 20:21:48,268 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:48,369 [Worker-98] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for Runner
2017-10-16 20:21:48,375 [Worker-98] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2017-10-16 20:21:48,587 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:21:48,699 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:48,700 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:21:48,708 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:21:48,709 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:21:48,709 [Worker-100] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:21:48,709 [Worker-100] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:21:48,712 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:24:13,192 [Worker-97] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-10-16 20:24:13,426 [Worker-97] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: pl.lukasz:Runner:0.0.1-SNAPSHOT @ D:\Runner\WEB\Runner\pom.xml.
2017-10-16 20:24:13,482 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:24:13,539 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:24:13,878 [Worker-97] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/main/java
2017-10-16 20:24:13,879 [Worker-97] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Runner/src/main/resources
2017-10-16 20:24:13,879 [Worker-97] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Runner/src/test/java
2017-10-16 20:24:14,117 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:24:14,196 [Worker-97] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for Runner
2017-10-16 20:24:14,204 [Worker-97] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2017-10-16 20:24:14,403 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.springframework.boot:spring-boot-starter-web:jar:2.0.0.M4 is missing, no dependency information available
2017-10-16 20:24:14,511 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:24:14,512 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:24:14,521 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:24:14,523 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:24:14,523 [Worker-103] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:24:14,523 [Worker-103] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:24:14,525 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:26:03,480 [Worker-107] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:26:03,480 [Worker-107] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-10-16 20:26:04,977 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:26:04,979 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-10-16 20:26:04,984 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:26:04,985 [Worker-106] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Runner\WEB\Runner\src\test\resources
2017-10-16 20:26:04,986 [Worker-106] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Runner
2017-10-16 20:26:04,986 [Worker-106] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Runner
2017-10-16 20:26:04,988 [Worker-106] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1250 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-16 20:26:10,189 [Worker-105] INFO  o.e.m.i.launch.MavenLaunchDelegate - D:\Runner\WEB\Runner
2017-10-16 20:26:10,189 [Worker-105] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-10-16 21:30:28,589 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/junit/junit/3.8.1/junit-3.8.1-sources.jar
2017-10-16 21:30:29,801 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/junit/junit/3.8.1/junit-3.8.1-sources.jar
2017-10-16 21:30:29,926 [Worker-134] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for junit:junit:3.8.1
2017-10-16 21:30:30,307 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-core/4.3.5.RELEASE/spring-core-4.3.5.RELEASE-sources.jar
2017-10-16 21:30:33,566 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-core/4.3.5.RELEASE/spring-core-4.3.5.RELEASE-sources.jar
2017-10-16 21:30:33,677 [Worker-134] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for org.springframework:spring-core:4.3.5.RELEASE
2017-10-16 21:30:34,036 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/commons-logging/commons-logging/1.2/commons-logging-1.2-sources.jar
2017-10-16 21:30:34,435 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/commons-logging/commons-logging/1.2/commons-logging-1.2-sources.jar
2017-10-16 21:30:34,496 [Worker-134] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for commons-logging:commons-logging:1.2
2017-10-16 21:30:34,832 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-context/4.3.5.RELEASE/spring-context-4.3.5.RELEASE-sources.jar
2017-10-16 21:30:36,441 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-context/4.3.5.RELEASE/spring-context-4.3.5.RELEASE-sources.jar
2017-10-16 21:30:36,493 [Worker-134] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for org.springframework:spring-context:4.3.5.RELEASE
2017-10-16 21:30:36,813 [Worker-134] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-aop/4.3.5.RELEASE/spring-aop-4.3.5.RELEASE-sources.jar
